,Review Text,labels
3046,"When i was a kid i used to go there every month, amazing environment amazing food and the service, felt nostalgic after a decade i went there now and was very much disappointed.....service was bad, restaurant was damn noisy even after 10.30pm. Cheap quality food, once my fav soup tasted like vomit -_-. Felt really sad and disappointed.",Negative
3047,This time there service is quite poor.I didn't expect from them.I think it should be quite better............There food isn't cooked properly this time.........I hope my next experience will be better with them...... ...,Negative
3048,"This is my to go place. Used to go down there whenever we didn't have food at home. Everyone at the restaurant is nice and they tweak the orders to your liking, spice it up or fried to perfection...you tell them and they'll do it!!!",Positive
3049,"I love the sung garden special fried rice. For me, it is the best Chinese restaurant in Old Dhaka.",Positive
3050,By eating in the sung food garden I have been vomiting 3 times It is the worst Chinese restaurant.i have been the victim of food poisoning in this Chinese,Negative
3051,Just Excellent . Superb ...............,Positive
3052,Not up to the mark. Neither the food or the serving was satisfactory. Needs improvement,Negative
3053,the best Chinese and thai food in town. very neat and the svc is excellent,Positive
3054,Quality food & very friendly staff. Had a good experience.,Positive
3055,"Once upon a time, the best, hope still is. Best of luck !",Positive
3056,They makes Horrible thai vegetables!!service is bad!!10% service charge+15%vat!! Not worthy of anyone's money and test bud!!,Negative
3057,The food of this chinese restaurent is very delicious. cool environment and service quality excellent.,Positive
3058,Absolutely boring and it was not hopeful food quality is very much bad & unexpected !!!,Negative
3059,I got sick after taking lunch. The food was stale.,Negative
3060,Must try Thai soup thick and schechuan salad. Fried rice is also the best.,Positive
3061,One of the best and neat restaurant for Chinese and Thai food.,Positive
3062,"Enjoyed thoroughly the brilliant foods, great atmosphere went really well with our memorable get together.",Positive
3063,A very good chinese restaurant.one of the best in Dhaka,Positive
3064,This restaurant environment amazing and food quality good.Also service quality Best.,Positive
3065,The food is below average. Their service is terrible. And they took forever to serve even the starters.,Negative
3066,"Superb atmosphere ,view and excellent food quality and svc .",Positive
3067,Probably the best environment and relaxing homely eating out in Dhaka,Positive
3068,Service charge and vat ............is to much.......,Negative
3069,It was a good restaurant once...now ekdom faltuuu..3rd class khaoa,Negative
3070,Very nice food with rooftop view,Positive
3071,Dhonnobad Program and Dhonnobad Team is always be with you.,Positive
3072,Best Desi Chinese. Try out thai soup thick and wanton.,Positive
3073,Food is very delicious...love the environment...:),Positive
3074,Everything is well.... .....................................,Positive
3075,Good chinese restaurant. They have parking space,Positive
3076,A great restaurant where I can get delicious Chinese and Thai food.,Positive
3077,"Not that bad, average quality.",Negative
3078,Best Desi Chinese in the City :*,Positive
3079,Delicious food& Great hospitality!,Positive
3080,Good,Negative
3081,Awesome,Positive
3082,good food,Positive
3083,সপরিবারে delicious food এর taste নেয়ার জন্য অসাধারণ place! Old but more precious than Gold!,Positive
3084,Ami MD Sharif . apnader restaurant er onek call chole ashe amar kache . ar bole atataki sung garden . I really fed up because unnecessary call forever me.,Positive
3087,"Worst than the worst Iftar platter I had yesterday with my colleagues at Gulshan 1 branch and none of them said anything different. when u complain about their food they'll tell you that they maintain food quality religiously in this month of Ramadan. Everyone likes food to be served hot, u don't need to remind that to your customer. Accept that you are of no good quality, there are plenty other good coffee shops in the town. We eat the food not the franchise. Iftar platter... had bland chicken hariyali kebab, fish fritters were way too much fried and cold, spicy grilled chicken with the friend rice was actually without any spice. I am sorry to say it was overall tasteless. Coleslaw with the chicken lemon oli was sour and inedible. I always had good expectations on GJ regarding food but you guys just did a very bad job in this month of Ramadan. Couldn't resist myself to make a point on it. Hope you guys will work on it.",Negative
3089,"There was a time i gave it 5 stars. Used to be my favourite place to go!But ever since the whole team is changed including the chef of the dhanmondi branch, it has gone down terribly. From the food to service .. everything has gone under expectation. I am a regular customer and still want to be but the whole team needs to have a good come back! Otherwise will loose all interest going there 2/3 times a week! Already started to go very less! Keep your heads up and try sort out the issues",Negative
3091,"So it was our good decision to have Seheri at Gloria Jean's Coffees Gulsha.Among all the food items, beef was the nicest.Best!!But the other items like Beef Vegetable,Dal Makhni,Shurma fish was just awesome. We loved it.Thank you. I guess its not necessary to say about the coffee.Because you guys are the best.",Positive
3093,"Used to hangout daily at their Dhanmondi outlet on a regular basis. But the quality of their coffee went down sharply. Went there few days back after a break of many months, and the quality deteriorated even further. It's a coffee place that coffee lovers should avoid at any cost. The review is only applicable for drinks related to coffee and not their food or deserts.",Negative
3095,"Gloria Jean's was one of my fvrt place but i will never be there. Most worse food, i had yesterday on iftar. Food was cold, not tasty, amount was poor. The place was so crowd and noisy.",Negative
3097,"Bought a cup of Drip coffee today. Spilled the whole cup (table was a bit wobly but I did press on it) but the staff cleaned up the mess in less than 5 minutes and even gave me a replacement coffee for free. Thank to staff here!! You just got yourself a customer for life, thank you :)",Positive
3099,"Worst iftar plater I have ever had..cost me 500tk but food quantity & quality was very poor..I would recommend not to go there for iftar, its just waste of money..",Negative
3100,Service is getting worse day by day. And now it's getting even horrible as they have started taking orders from tables. They do not know how to manage orders. A total mismanagement with ineffcient staff and a complete waste of time.,Negative
3101,"Definitely great place to meet up with friends, I would say the service has declined a bit. Food & beverage are pretty food depending what your ordering.",Positive
3102,"Everything is good. Good food, better service, good place with good environment. I am one of your fans Me & My hubby",Positive
3103,Wish FB had negative rating. Sad to say that it's one of the WORST experience regarding reservation. Hard to believe it's an international brand.,Negative
